Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
W,W27X235,W27X235,F,235,69.4,28.7,28  5/8 ,–,–,–,14.2,14  1/4 ,–,–,–,0.910, 15/16,  1/2 ,1.61,1  5/8 ,–,–,–,2.40,2  7/8 ,1 11/16,–,–,–,–,–,4.41,–,–,26.2,–,–,9700,772,677,11.8,769,168,108,3.33,–,–,–,47.0,141000,–,96.2,550,–,–,145,384,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.92,27.1,96.8,–,111,71.6,85.8,23      ,5  1/2 ,–,W690X350,W690X350,350,44800,729,727,–,–,–,361,362,–,–,–,23.1,23.8,12.7,40.9,41.3,–,–,–,61.0,73.0,42.9,–,–,–,–,–,4.41,–,–,26.2,–,–,4040,12700,11100,300,320,2750,1770,84.6,–,–,–,19600,37900,–,62100,229,–,–,2380,6290,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,99.6,688,2460,–,2820,1820,2180,584,140,–
W,W27X217,W27X217,F,217,63.9,28.4,28  3/8 ,–,–,–,14.1,14  1/8 ,–,–,–,0.830, 13/16,  7/16,1.50,1  1/2 ,–,–,–,2.29,2 11/16,1  5/8 ,–,–,–,–,–,4.71,–,–,28.7,–,–,8910,711,627,11.8,704,154,100,3.32,–,–,–,37.6,128000,–,94.8,501,–,–,134,351,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.89,26.9,95.9,–,110,70.9,85.0,23      ,5  1/2 ,–,W690X323,W690X323,323,41200,721,721,–,–,–,358,359,–,–,–,21.1,20.6,11.1,38.1,38.1,–,–,–,58.2,68.3,41.3,–,–,–,–,–,4.71,–,–,28.7,–,–,3710,11700,10300,300,293,2520,1640,84.3,–,–,–,15700,34400,–,61200,209,–,–,2200,5750,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,98.8,683,2440,–,2790,1800,2160,584,140,–
W,W27X194,W27X194,F,194,57.1,28.1,28  1/8 ,–,–,–,14.0,14      ,–,–,–,0.750,  3/4 ,  3/8 ,1.34,1  5/16,–,–,–,2.13,2  9/16,1  9/16,–,–,–,–,–,5.24,–,–,31.8,–,–,7860,631,559,11.7,619,136,88.1,3.29,–,–,–,27.1,111000,–,93.7,439,–,–,119,312,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.85,26.8,95.0,–,109,70.2,84.2,23      ,5  1/2 ,–,W690X289,W690X289,289,36800,714,714,–,–,–,356,356,–,–,–,19.1,19.0,9.52,34.0,33.3,–,–,–,54.1,65.1,39.7,–,–,–,–,–,5.24,–,–,31.8,–,–,3270,10300,9160,297,258,2230,1440,83.6,–,–,–,11300,29800,–,60500,183,–,–,1950,5110,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,97.8,681,2410,–,2770,1780,2140,584,140,–
W,W27X178,W27X178,F,178,52.5,27.8,27  3/4 ,–,–,–,14.1,14  1/8 ,–,–,–,0.725,  3/4 ,  3/8 ,1.19,1  3/16,–,–,–,1.98,2  3/8 ,1  9/16,–,–,–,–,–,5.92,–,–,32.9,–,–,7020,570,505,11.6,555,122,78.8,3.25,–,–,–,20.1,98400,–,93.8,393,–,–,106,282,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.83,26.6,94.9,–,109,69.7,83.8,23      ,5  1/2 ,–,W690X265,W690X265,265,33900,706,705,–,–,–,358,359,–,–,–,18.4,19.0,9.52,30.2,30.2,–,–,–,50.3,60.3,39.7,–,–,–,–,–,5.92,–,–,32.9,–,–,2920,9340,8280,295,231,2000,1290,82.6,–,–,–,8370,26400,–,60500,164,–,–,1740,4620,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,97.3,676,2410,–,2770,1770,2130,584,140,–
W,W27X161,W27X161,F,161,47.6,27.6,27  5/8 ,–,–,–,14.0,14      ,–,–,–,0.660, 11/16,  3/8 ,1.08,1  1/16,–,–,–,1.87,2  5/16,1  9/16,–,–,–,–,–,6.49,–,–,36.1,–,–,6310,515,458,11.5,497,109,70.9,3.23,–,–,–,15.1,87300,–,92.8,351,–,–,95.5,254,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.79,26.5,95.0,–,109,69.2,83.2,23      ,5  1/2 ,–,W690X240,W690X240,240,30700,701,702,–,–,–,356,356,–,–,–,16.8,17.5,9.52,27.4,27.0,–,–,–,47.5,58.7,39.7,–,–,–,–,–,6.49,–,–,36.1,–,–,2630,8440,7510,292,207,1790,1160,82.0,–,–,–,6290,23400,–,59900,146,–,–,1560,4160,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,96.3,673,2410,–,2770,1760,2110,584,140,–
W,W27X146,W27X146,F,146,43.2,27.4,27  3/8 ,–,–,–,14.0,14      ,–,–,–,0.605,  5/8 ,  5/16,0.975,1      ,–,–,–,1.76,2  3/16,1  1/2 ,–,–,–,–,–,7.16,–,–,39.4,–,–,5660,464,414,11.5,443,97.7,63.5,3.20,–,–,–,11.3,77200,–,92.5,316,–,–,86.3,229,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.76,26.4,94.0,–,108,68.8,82.8,23      ,5  1/2 ,–,W690X217,W690X217,217,27900,696,695,–,–,–,356,356,–,–,–,15.4,15.9,7.94,24.8,25.4,–,–,–,44.7,55.6,38.1,–,–,–,–,–,7.16,–,–,39.4,–,–,2360,7600,6780,292,184,1600,1040,81.3,–,–,–,4700,20700,–,59700,132,–,–,1410,3750,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,95.5,671,2390,–,2740,1750,2100,584,140,–
W,W27X129,W27X129,F,129,37.8,27.6,27  5/8 ,–,–,–,10.0,10      ,–,–,–,0.610,  5/8 ,  5/16,1.10,1  1/8 ,–,–,–,1.70,2  5/16,1  1/2 ,–,–,–,–,–,4.55,–,–,39.7,–,–,4760,395,345,11.2,184,57.6,36.8,2.21,–,–,–,11.1,32500,–,66.3,182,–,–,68.4,195,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.66,26.5,83.0,–,93.0,65.2,75.2,23      ,5  1/2 ,–,W690X192,W690X192,192,24400,701,702,–,–,–,254,254,–,–,–,15.5,15.9,7.94,27.9,28.6,–,–,–,43.2,58.7,38.1,–,–,–,–,–,4.55,–,–,39.7,–,–,1980,6470,5650,284,76.6,944,603,56.1,–,–,–,4620,8730,–,42800,75.8,–,–,1120,3200,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,67.6,673,2110,–,2360,1660,1910,584,140,–
W,W27X114,W27X114,F,114,33.6,27.3,27  1/4 ,–,–,–,10.1,10  1/8 ,–,–,–,0.570,  9/16,  5/16,0.930, 15/16,–,–,–,1.53,2  1/8 ,1  1/2 ,–,–,–,–,–,5.41,–,–,42.5,–,–,4080,343,299,11.0,159,49.3,31.5,2.18,–,–,–,7.33,27600,–,66.6,156,–,–,58.4,170,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.65,26.4,82.7,–,92.8,64.7,74.8,23      ,5  1/2 ,–,W690X170,W690X170,170,21700,693,692,–,–,–,257,257,–,–,–,14.5,14.3,7.94,23.6,23.8,–,–,–,38.9,54.0,38.1,–,–,–,–,–,5.41,–,–,42.5,–,–,1700,5620,4900,279,66.2,808,516,55.4,–,–,–,3050,7410,–,43000,64.9,–,–,957,2790,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,67.3,671,2100,–,2360,1640,1900,584,140,–
W,W27X102,W27X102,F,102,30.0,27.1,27  1/8 ,–,–,–,10.0,10      ,–,–,–,0.515,  1/2 ,  1/4 ,0.830, 13/16,–,–,–,1.43,2  1/16,1  7/16,–,–,–,–,–,6.03,–,–,47.1,–,–,3620,305,267,11.0,139,43.4,27.8,2.15,–,–,–,5.28,24000,–,65.7,136,–,–,51.7,151,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.62,26.3,82.1,–,92.1,64.2,74.2,23      ,5  1/2 ,–,W690X152,W690X152,152,19400,688,689,–,–,–,254,254,–,–,–,13.1,12.7,6.35,21.1,20.6,–,–,–,36.3,52.4,36.5,–,–,–,–,–,6.03,–,–,47.1,–,–,1510,5000,4380,279,57.9,711,456,54.6,–,–,–,2200,6440,–,42400,56.6,–,–,847,2470,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,66.5,668,2090,–,2340,1630,1880,584,140,–
W,W27X94,W27X94,F,94.0,27.6,26.9,26  7/8 ,–,–,–,10.0,10      ,–,–,–,0.490,  1/2 ,  1/4 ,0.745,  3/4 ,–,–,–,1.34,1 15/16,1  7/16,–,–,–,–,–,6.70,–,–,49.5,–,–,3270,278,243,10.9,124,38.8,24.8,2.12,–,–,–,4.03,21300,–,65.4,122,–,–,46.3,137,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.59,26.2,81.8,–,91.8,63.8,73.8,23      ,5  1/2 ,–,W690X140,W690X140,140,17800,683,683,–,–,–,254,254,–,–,–,12.4,12.7,6.35,18.9,19.0,–,–,–,34.0,49.2,36.5,–,–,–,–,–,6.70,–,–,49.5,–,–,1360,4560,3980,277,51.6,636,406,53.8,–,–,–,1680,5720,–,42200,50.8,–,–,759,2250,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,65.8,665,2080,–,2330,1620,1870,584,140,–
W,W27X84,W27X84,F,84.0,24.7,26.7,26  3/4 ,–,–,–,10.0,10      ,–,–,–,0.460,  7/16,  1/4 ,0.640,  5/8 ,–,–,–,1.24,1  7/8 ,1  7/16,–,–,–,–,–,7.78,–,–,52.7,–,–,2850,244,213,10.7,106,33.2,21.2,2.07,–,–,–,2.81,17900,–,65.2,104,–,–,39.8,121,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.54,26.1,81.5,–,91.5,63.4,73.4,23      ,5  1/2 ,–,W690X125,W690X125,125,15900,678,679,–,–,–,254,254,–,–,–,11.7,11.1,6.35,16.3,15.9,–,–,–,31.5,47.6,36.5,–,–,–,–,–,7.78,–,–,52.7,–,–,1190,4000,3490,272,44.1,544,347,52.6,–,–,–,1170,4810,–,42100,43.3,–,–,652,1980,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,64.5,663,2070,–,2320,1610,1860,584,140,–
W,W24X370,W24X370,T,370,109,28.0,28      ,–,–,–,13.7,13  5/8 ,–,–,–,1.52,1  1/2 ,  3/4 ,2.72,2  3/4 ,–,–,–,3.22,4      ,2      ,–,–,–,–,–,2.51,–,–,14.2,–,–,13400,1130,957,11.1,1160,267,170,3.27,–,–,–,201,186000,–,86.6,807,–,–,209,568,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.92,25.3,93.3,–,107,69.7,83.4,20      ,5  1/2 ,–,W610X551,W610X551,551,70300,711,711,–,–,–,348,346,–,–,–,38.6,38.1,19.0,69.1,69.8,–,–,–,81.8,102,50.8,–,–,–,–,–,2.51,–,–,14.2,–,–,5580,18500,15700,282,483,4380,2790,83.1,–,–,–,83700,49900,–,55900,336,–,–,3420,9310,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,99.6,643,2370,–,2720,1770,2120,508,140,–
W,W24X335,W24X335,T,335,98.3,27.5,27  1/2 ,–,–,–,13.5,13  1/2 ,–,–,–,1.38,1  3/8 , 11/16,2.48,2  1/2 ,–,–,–,2.98,3  3/4 ,1  7/8 ,–,–,–,–,–,2.73,–,–,15.6,–,–,11900,1020,864,11.0,1030,238,152,3.23,–,–,–,152,161000,–,84.4,707,–,–,188,506,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.86,25.0,91.5,–,105,68.5,82.0,20      ,5  1/2 ,–,W610X498,W610X498,498,63400,699,698,–,–,–,343,343,–,–,–,35.1,34.9,17.5,63.0,63.5,–,–,–,75.7,95.3,47.6,–,–,–,–,–,2.73,–,–,15.6,–,–,4950,16700,14200,279,429,3900,2490,82.0,–,–,–,63300,43200,–,54500,294,–,–,3080,8290,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,98.0,635,2320,–,2670,1740,2080,508,140,–
W,W24X306,W24X306,T,306,89.7,27.1,27  1/8 ,–,–,–,13.4,13  3/8 ,–,–,–,1.26,1  1/4 ,  5/8 ,2.28,2  1/4 ,–,–,–,2.78,3  9/16,1 13/16,–,–,–,–,–,2.94,–,–,17.1,–,–,10700,922,789,10.9,919,214,137,3.20,–,–,–,117,142000,–,83.1,635,–,–,172,459,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.81,24.8,90.6,–,104,67.6,81.0,20      ,5  1/2 ,–,W610X455,W610X455,455,57900,688,689,–,–,–,340,340,–,–,–,32.0,31.8,15.9,57.9,57.2,–,–,–,70.6,90.5,46.0,–,–,–,–,–,2.94,–,–,17.1,–,–,4450,15100,12900,277,383,3510,2250,81.3,–,–,–,48700,38100,–,53600,264,–,–,2820,7520,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,96.8,630,2300,–,2640,1720,2060,508,140,–
W,W24X279,W24X279,T,279,81.9,26.7,26  3/4 ,–,–,–,13.3,13  1/4 ,–,–,–,1.16,1  3/16,  5/8 ,2.09,2  1/16,–,–,–,2.59,3  3/8 ,1 13/16,–,–,–,–,–,3.18,–,–,18.6,–,–,9600,835,718,10.8,823,193,124,3.17,–,–,–,90.5,125000,–,81.8,569,–,–,156,416,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.76,24.6,89.7,–,103,66.7,80.0,20      ,5  1/2 ,–,W610X415,W610X415,415,52800,678,679,–,–,–,338,337,–,–,–,29.5,30.2,15.9,53.1,52.4,–,–,–,65.8,85.7,46.0,–,–,–,–,–,3.18,–,–,18.6,–,–,4000,13700,11800,274,343,3160,2030,80.5,–,–,–,37700,33600,–,52800,237,–,–,2560,6820,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,95.5,625,2280,–,2620,1690,2030,508,140,–
W,W24X250,W24X250,F,250,73.5,26.3,26  3/8 ,–,–,–,13.2,13  1/8 ,–,–,–,1.04,1  1/16,  9/16,1.89,1  7/8 ,–,–,–,2.39,3  1/8 ,1  3/4 ,–,–,–,–,–,3.49,–,–,20.7,–,–,8490,744,644,10.7,724,171,110,3.14,–,–,–,66.6,108000,–,80.6,502,–,–,140,370,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.71,24.4,88.8,–,102,65.8,79.0,20      ,5  1/2 ,–,W610X372,W610X372,372,47400,668,670,–,–,–,335,333,–,–,–,26.4,27.0,14.3,48.0,47.6,–,–,–,60.7,79.4,44.5,–,–,–,–,–,3.49,–,–,20.7,–,–,3530,12200,10600,272,301,2800,1800,79.8,–,–,–,27700,29000,–,52000,209,–,–,2290,6060,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,94.2,620,2260,–,2590,1670,2010,508,140,–
W,W24X229,W24X229,F,229,67.2,26.0,26      ,–,–,–,13.1,13  1/8 ,–,–,–,0.960, 15/16,  1/2 ,1.73,1  3/4 ,–,–,–,2.23,3      ,1 11/16,–,–,–,–,–,3.79,–,–,22.5,–,–,7650,675,588,10.7,651,154,99.4,3.11,–,–,–,51.3,96100,–,79.5,450,–,–,127,336,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.67,24.3,88.9,–,102,65.1,78.2,20      ,5  1/2 ,–,W610X341,W610X341,341,43400,660,660,–,–,–,333,333,–,–,–,24.4,23.8,12.7,43.9,44.4,–,–,–,56.6,76.2,42.9,–,–,–,–,–,3.79,–,–,22.5,–,–,3180,11100,9640,272,271,2520,1630,79.0,–,–,–,21400,25800,–,51300,187,–,–,2080,5510,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,93.2,617,2260,–,2590,1650,1990,508,140,–
W,W24X207,W24X207,F,207,60.7,25.7,25  3/4 ,–,–,–,13.0,13      ,–,–,–,0.870,  7/8 ,  7/16,1.57,1  9/16,–,–,–,2.07,2  7/8 ,1  5/8 ,–,–,–,–,–,4.14,–,–,24.8,–,–,6820,606,531,10.6,578,137,88.8,3.08,–,–,–,38.3,84100,–,78.4,400,–,–,115,302,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.62,24.1,88.0,–,101,64.4,77.4,20      ,5  1/2 ,–,W610X307,W610X307,307,39200,653,654,–,–,–,330,330,–,–,–,22.1,22.2,11.1,39.9,39.7,–,–,–,52.6,73.0,41.3,–,–,–,–,–,4.14,–,–,24.8,–,–,2840,9930,8700,269,241,2250,1460,78.2,–,–,–,15900,22600,–,50600,166,–,–,1880,4950,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,91.9,612,2240,–,2570,1640,1970,508,140,–
W,W24X192,W24X192,F,192,56.5,25.5,25  1/2 ,–,–,–,13.0,13      ,–,–,–,0.810, 13/16,  7/16,1.46,1  7/16,–,–,–,1.96,2  3/4 ,1  5/8 ,–,–,–,–,–,4.43,–,–,26.6,–,–,6260,559,491,10.5,530,126,81.8,3.07,–,–,–,30.8,76300,–,78.1,371,–,–,107,280,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.60,24.0,88.0,–,101,64.0,77.0,20      ,5  1/2 ,–,W610X285,W610X285,285,36500,648,648,–,–,–,330,330,–,–,–,20.6,20.6,11.1,37.1,36.5,–,–,–,49.8,69.9,41.3,–,–,–,–,–,4.43,–,–,26.6,–,–,2610,9160,8050,267,221,2060,1340,78.0,–,–,–,12800,20500,–,50400,154,–,–,1750,4590,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,91.4,610,2240,–,2570,1630,1960,508,140,–
W,W24X176,W24X176,F,176,51.7,25.2,25  1/4 ,–,–,–,12.9,12  7/8 ,–,–,–,0.750,  3/4 ,  3/8 ,1.34,1  5/16,–,–,–,1.84,2  5/8 ,1  9/16,–,–,–,–,–,4.81,–,–,28.7,–,–,5680,511,450,10.5,479,115,74.3,3.04,–,–,–,23.9,68400,–,76.9,333,–,–,97.1,254,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.57,23.9,86.7,–,100,63.3,76.2,20      ,5  1/2 ,–,W610X262,W610X262,262,33400,640,641,–,–,–,328,327,–,–,–,19.1,19.0,9.52,34.0,33.3,–,–,–,46.7,66.7,39.7,–,–,–,–,–,4.81,–,–,28.7,–,–,2360,8370,7370,267,199,1880,1220,77.2,–,–,–,9950,18400,–,49600,139,–,–,1590,4160,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,90.7,607,2200,–,2530,1610,1940,508,140,–
W,W24X162,W24X162,F,162,47.8,25.0,25      ,–,–,–,13.0,13      ,–,–,–,0.705, 11/16,  3/8 ,1.22,1  1/4 ,–,–,–,1.72,2  1/2 ,1  9/16,–,–,–,–,–,5.31,–,–,30.6,–,–,5170,468,414,10.4,443,105,68.4,3.05,–,–,–,18.5,62600,–,77.3,306,–,–,89.2,233,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.57,23.8,86.7,–,100,63.0,76.0,20      ,5  1/2 ,–,W610X241,W610X241,241,30800,635,635,–,–,–,330,330,–,–,–,17.9,17.5,9.52,31.0,31.8,–,–,–,43.7,63.5,39.7,–,–,–,–,–,5.31,–,–,30.6,–,–,2150,7670,6780,264,184,1720,1120,77.5,–,–,–,7700,16800,–,49900,127,–,–,1460,3820,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,90.7,605,2200,–,2530,1600,1930,508,140,–
W,W24X146,W24X146,F,146,43.0,24.7,24  3/4 ,–,–,–,12.9,12  7/8 ,–,–,–,0.650,  5/8 ,  5/16,1.09,1  1/16,–,–,–,1.59,2  3/8 ,1  9/16,–,–,–,–,–,5.92,–,–,33.2,–,–,4580,418,371,10.3,391,93.2,60.5,3.01,–,–,–,13.4,54600,–,76.1,268,–,–,78.8,207,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.53,23.6,85.9,–,98.8,62.3,75.2,20      ,5  1/2 ,–,W610X217,W610X217,217,27700,627,629,–,–,–,328,327,–,–,–,16.5,15.9,7.94,27.7,27.0,–,–,–,40.4,60.3,39.7,–,–,–,–,–,5.92,–,–,33.2,–,–,1910,6850,6080,262,163,1530,991,76.5,–,–,–,5580,14700,–,49100,112,–,–,1290,3390,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,89.7,599,2180,–,2510,1580,1910,508,140,–
W,W24X131,W24X131,F,131,38.6,24.5,24  1/2 ,–,–,–,12.9,12  7/8 ,–,–,–,0.605,  5/8 ,  5/16,0.960, 15/16,–,–,–,1.46,2  1/4 ,1  1/2 ,–,–,–,–,–,6.70,–,–,35.6,–,–,4020,370,329,10.2,340,81.5,53.0,2.97,–,–,–,9.50,47100,–,75.9,235,–,–,69.5,184,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.49,23.5,85.6,–,98.5,61.9,74.8,20      ,5  1/2 ,–,W610X195,W610X195,195,24900,622,622,–,–,–,328,327,–,–,–,15.4,15.9,7.94,24.4,23.8,–,–,–,37.1,57.2,38.1,–,–,–,–,–,6.70,–,–,35.6,–,–,1670,6060,5390,259,142,1340,869,75.4,–,–,–,3950,12600,–,49000,97.8,–,–,1140,3020,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,88.6,597,2170,–,2500,1570,1900,508,140,–
W,W24X117,W24X117,F,117,34.4,24.3,24  1/4 ,–,–,–,12.8,12  3/4 ,–,–,–,0.550,  9/16,  5/16,0.850,  7/8 ,–,–,–,1.35,2  1/8 ,1  1/2 ,–,–,–,–,–,7.53,–,–,39.2,–,–,3540,327,291,10.1,297,71.4,46.5,2.94,–,–,–,6.72,40800,–,75.0,204,–,–,61.0,163,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.46,23.5,85.0,–,97.8,61.4,74.2,20      ,5  1/2 ,–,W610X174,W610X174,174,22200,617,616,–,–,–,325,324,–,–,–,14.0,14.3,7.94,21.6,22.2,–,–,–,34.3,54.0,38.1,–,–,–,–,–,7.53,–,–,39.2,–,–,1470,5360,4770,257,124,1170,762,74.7,–,–,–,2800,11000,–,48400,84.9,–,–,1000,2670,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,87.9,597,2160,–,2480,1560,1880,508,140,–
W,W24X104,W24X104,F,104,30.7,24.1,24      ,–,–,–,12.8,12  3/4 ,–,–,–,0.500,  1/2 ,  1/4 ,0.750,  3/4 ,–,–,–,1.25,2  1/16,1  7/16,–,–,–,–,–,8.50,–,–,43.1,–,–,3100,289,258,10.1,259,62.4,40.7,2.91,–,–,–,4.72,35200,–,74.7,179,–,–,53.9,144,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.42,23.4,84.7,–,97.5,61.0,73.8,20      ,5  1/2 ,–,W610X155,W610X155,155,19800,612,610,–,–,–,325,324,–,–,–,12.7,12.7,6.35,19.1,19.0,–,–,–,31.8,52.4,36.5,–,–,–,–,–,8.50,–,–,43.1,–,–,1290,4740,4230,257,108,1020,667,73.9,–,–,–,1960,9450,–,48200,74.5,–,–,883,2360,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,86.9,594,2150,–,2480,1550,1870,508,140,–
W,W24X103,W24X103,F,103,30.3,24.5,24  1/2 ,–,–,–,9.00,9      ,–,–,–,0.550,  9/16,  5/16,0.980,1      ,–,–,–,1.48,2  1/4 ,1  1/2 ,–,–,–,–,–,4.59,–,–,39.2,–,–,3000,280,245,10.0,119,41.5,26.5,1.99,–,–,–,7.07,16600,–,52.9,117,–,–,48.7,139,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.40,23.5,74.0,–,83.0,58.0,67.0,20      ,5  1/2 ,–,W610X153,W610X153,153,19500,622,622,–,–,–,229,229,–,–,–,14.0,14.3,7.94,24.9,25.4,–,–,–,37.6,57.2,38.1,–,–,–,–,–,4.59,–,–,39.2,–,–,1250,4590,4010,254,49.5,680,434,50.5,–,–,–,2940,4460,–,34100,48.7,–,–,798,2280,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,61.0,597,1880,–,2110,1470,1700,508,140,–
W,W24X94,W24X94,F,94.0,27.7,24.3,24  1/4 ,–,–,–,9.07,9  1/8 ,–,–,–,0.515,  1/2 ,  1/4 ,0.875,  7/8 ,–,–,–,1.38,2  1/8 ,1  7/16,–,–,–,–,–,5.18,–,–,41.9,–,–,2700,254,222,9.87,109,37.5,24.0,1.98,–,–,–,5.26,15000,–,53.1,105,–,–,43.8,126,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.40,23.4,73.9,–,83.0,57.7,66.7,20      ,5  1/2 ,–,W610X140,W610X140,140,17900,617,616,–,–,–,230,232,–,–,–,13.1,12.7,6.35,22.2,22.2,–,–,–,35.1,54.0,36.5,–,–,–,–,–,5.18,–,–,41.9,–,–,1120,4160,3640,251,45.4,615,393,50.3,–,–,–,2190,4030,–,34300,43.7,–,–,718,2060,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,61.0,594,1880,–,2110,1470,1690,508,140,–
W,W24X84,W24X84,F,84.0,24.7,24.1,24  1/8 ,–,–,–,9.02,9      ,–,–,–,0.470,  1/2 ,  1/4 ,0.770,  3/4 ,–,–,–,1.27,2  1/16,1  7/16,–,–,–,–,–,5.86,–,–,45.9,–,–,2370,224,196,9.79,94.4,32.6,20.9,1.95,–,–,–,3.70,12800,–,52.6,91.3,–,–,38.4,111,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.37,23.3,73.5,–,82.5,57.2,66.2,20      ,5  1/2 ,–,W610X125,W610X125,125,15900,612,613,–,–,–,229,229,–,–,–,11.9,12.7,6.35,19.6,19.0,–,–,–,32.3,52.4,36.5,–,–,–,–,–,5.86,–,–,45.9,–,–,986,3670,3210,249,39.3,534,342,49.5,–,–,–,1540,3440,–,33900,38.0,–,–,629,1820,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,60.2,592,1870,–,2100,1450,1680,508,140,–
