Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
W,W21X50,W21X50,F,50.0,14.7,20.8,20  7/8 ,–,–,–,6.53,6  1/2 ,–,–,–,0.380,  3/8 ,  3/16,0.535,  9/16,–,–,–,1.04,1  1/4 , 13/16,–,–,–,–,–,6.10,–,–,49.4,–,–,984,110,94.5,8.18,24.9,12.2,7.64,1.30,–,–,–,1.14,2570,–,33.1,28.9,–,–,16.7,53.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.64,20.3,59.6,–,66.1,48.1,54.7,18  3/8 ,3  1/2 ,–,W530X74,W530X74,74.0,9480,528,530,–,–,–,166,165,–,–,–,9.65,9.52,4.76,13.6,14.3,–,–,–,26.4,31.8,20.6,–,–,–,–,–,6.10,–,–,49.4,–,–,410,1800,1550,208,10.4,200,125,33.0,–,–,–,475,690,–,21400,12.0,–,–,274,883,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,41.7,516,1510,–,1680,1220,1390,467,88.9,–
W,W21X44,W21X44,F,44.0,13.0,20.7,20  5/8 ,–,–,–,6.50,6  1/2 ,–,–,–,0.350,  3/8 ,  3/16,0.450,  7/16,–,–,–,0.950,1  1/8 , 13/16,–,–,–,–,–,7.22,–,–,53.6,–,–,843,95.4,81.6,8.06,20.7,10.2,6.37,1.26,–,–,–,0.770,2110,–,32.9,24.1,–,–,14.0,46.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.60,20.3,59.3,–,65.8,47.9,54.4,18  3/8 ,3  1/2 ,–,W530X66,W530X66,66.0,8390,526,524,–,–,–,165,165,–,–,–,8.89,9.52,4.76,11.4,11.1,–,–,–,24.1,28.6,20.6,–,–,–,–,–,7.22,–,–,53.6,–,–,351,1560,1340,205,8.62,167,104,32.0,–,–,–,320,567,–,21200,10.0,–,–,229,767,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,40.6,516,1510,–,1670,1220,1380,467,88.9,–
W,W18X311,W18X311,T,311,91.6,22.3,22  3/8 ,–,–,–,12.0,12      ,–,–,–,1.52,1  1/2 ,  3/4 ,2.74,2  3/4 ,–,–,–,3.24,3  9/16,1  9/16,–,–,–,–,–,2.19,–,–,10.4,–,–,6970,754,624,8.72,795,207,132,2.95,–,–,–,176,76200,–,58.7,482,–,–,140,375,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.53,19.6,76.7,–,88.7,56.6,68.6,15  1/8 ,5  1/2 ,–,W460X464,W460X464,464,59100,566,568,–,–,–,305,305,–,–,–,38.6,38.1,19.0,69.6,69.8,–,–,–,82.3,90.5,39.7,–,–,–,–,–,2.19,–,–,10.4,–,–,2900,12400,10200,221,331,3390,2160,74.9,–,–,–,73300,20500,–,37900,201,–,–,2290,6150,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,89.7,498,1950,–,2250,1440,1740,384,140,–
W,W18X283,W18X283,T,283,83.3,21.9,21  7/8 ,–,–,–,11.9,11  7/8 ,–,–,–,1.40,1  3/8 , 11/16,2.50,2  1/2 ,–,–,–,3.00,3  3/8 ,1  1/2 ,–,–,–,–,–,2.38,–,–,11.3,–,–,6170,676,565,8.61,704,185,118,2.91,–,–,–,134,65900,–,57.7,429,–,–,127,339,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.47,19.4,75.8,–,87.7,55.7,67.6,15  1/8 ,5  1/2 ,–,W460X421,W460X421,421,53700,556,556,–,–,–,302,302,–,–,–,35.6,34.9,17.5,63.5,63.5,–,–,–,76.2,85.7,38.1,–,–,–,–,–,2.38,–,–,11.3,–,–,2570,11100,9260,219,293,3030,1930,73.9,–,–,–,55800,17700,–,37200,179,–,–,2080,5560,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,88.1,493,1930,–,2230,1410,1720,384,140,–
W,W18X258,W18X258,T,258,76.0,21.5,21  1/2 ,–,–,–,11.8,11  3/4 ,–,–,–,1.28,1  1/4 ,  5/8 ,2.30,2  5/16,–,–,–,2.70,3  3/16,1  7/16,–,–,–,–,–,2.56,–,–,12.5,–,–,5510,611,514,8.53,628,166,107,2.88,–,–,–,103,57600,–,56.6,384,–,–,116,306,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.42,19.2,75.1,–,86.9,54.8,66.6,15  1/8 ,5  1/2 ,–,W460X384,W460X384,384,49000,546,546,–,–,–,300,298,–,–,–,32.5,31.8,15.9,58.4,58.7,–,–,–,68.6,81.0,36.5,–,–,–,–,–,2.56,–,–,12.5,–,–,2290,10000,8420,217,261,2720,1750,73.2,–,–,–,42900,15500,–,36500,160,–,–,1900,5010,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,86.9,488,1910,–,2210,1390,1690,384,140,–
W,W18X234,W18X234,T,234,68.6,21.1,21      ,–,–,–,11.7,11  5/8 ,–,–,–,1.16,1  3/16,  5/8 ,2.11,2  1/8 ,–,–,–,2.51,3      ,1  3/8 ,–,–,–,–,–,2.76,–,–,13.8,–,–,4900,549,466,8.44,558,149,95.8,2.85,–,–,–,78.7,50100,–,55.5,343,–,–,106,276,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.37,19.0,74.3,–,86.0,53.9,65.6,15  1/8 ,5  1/2 ,–,W460X349,W460X349,349,44300,536,533,–,–,–,297,295,–,–,–,29.5,30.2,15.9,53.6,54.0,–,–,–,63.8,76.2,34.9,–,–,–,–,–,2.76,–,–,13.8,–,–,2040,9000,7640,214,232,2440,1570,72.4,–,–,–,32800,13500,–,35800,143,–,–,1740,4520,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,85.6,483,1890,–,2180,1370,1670,384,140,–
W,W18X211,W18X211,F,211,62.3,20.7,20  5/8 ,–,–,–,11.6,11  1/2 ,–,–,–,1.06,1  1/16,  9/16,1.91,1 15/16,–,–,–,2.31,2 13/16,1  3/8 ,–,–,–,–,–,3.02,–,–,15.1,–,–,4330,490,419,8.35,493,132,85.3,2.82,–,–,–,58.6,43400,–,54.5,302,–,–,94.6,246,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.32,18.8,73.4,–,85.0,53.0,64.6,15  1/8 ,5  1/2 ,–,W460X315,W460X315,315,40200,526,524,–,–,–,295,292,–,–,–,26.9,27.0,14.3,48.5,49.2,–,–,–,58.7,71.4,34.9,–,–,–,–,–,3.02,–,–,15.1,–,–,1800,8030,6870,212,205,2160,1400,71.6,–,–,–,24400,11700,–,35200,126,–,–,1550,4030,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,84.3,478,1860,–,2160,1350,1640,384,140,–
W,W18X192,W18X192,F,192,56.2,20.4,20  3/8 ,–,–,–,11.5,11  1/2 ,–,–,–,0.960, 15/16,  1/2 ,1.75,1  3/4 ,–,–,–,2.15,2  5/8 ,1  5/16,–,–,–,–,–,3.27,–,–,16.7,–,–,3870,442,380,8.28,440,119,76.8,2.79,–,–,–,44.7,38000,–,53.6,270,–,–,86.0,222,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.28,18.7,72.7,–,84.2,52.3,63.8,15  1/8 ,5  1/2 ,–,W460X286,W460X286,286,36300,518,518,–,–,–,292,292,–,–,–,24.4,23.8,12.7,44.5,44.4,–,–,–,54.6,66.7,33.3,–,–,–,–,–,3.27,–,–,16.7,–,–,1610,7240,6230,210,183,1950,1260,70.9,–,–,–,18600,10200,–,34600,112,–,–,1410,3640,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,83.3,475,1850,–,2140,1330,1620,384,140,–
W,W18X175,W18X175,F,175,51.4,20.0,20      ,–,–,–,11.4,11  3/8 ,–,–,–,0.890,  7/8 ,  7/16,1.59,1  9/16,–,–,–,1.99,2  7/16,1  1/4 ,–,–,–,–,–,3.58,–,–,18.0,–,–,3450,398,344,8.20,391,106,68.8,2.76,–,–,–,33.8,33300,–,52.5,238,–,–,76.9,198,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.24,18.4,71.7,–,83.1,51.4,62.8,15  1/8 ,5  1/2 ,–,W460X260,W460X260,260,33200,508,508,–,–,–,290,289,–,–,–,22.6,22.2,11.1,40.4,39.7,–,–,–,50.5,61.9,31.8,–,–,–,–,–,3.58,–,–,18.0,–,–,1440,6520,5640,208,163,1740,1130,70.1,–,–,–,14100,8940,–,33900,99.1,–,–,1260,3240,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,82.3,467,1820,–,2110,1310,1600,384,140,–
W,W18X158,W18X158,F,158,46.3,19.7,19  3/4 ,–,–,–,11.3,11  1/4 ,–,–,–,0.810, 13/16,  7/16,1.44,1  7/16,–,–,–,1.84,2  3/8 ,1  1/4 ,–,–,–,–,–,3.92,–,–,19.8,–,–,3060,356,310,8.12,347,94.8,61.4,2.74,–,–,–,25.2,29000,–,51.6,210,–,–,69.0,177,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.20,18.3,71.0,–,82.3,50.7,62.0,15  1/8 ,5  1/2 ,–,W460X235,W460X235,235,29900,500,502,–,–,–,287,286,–,–,–,20.6,20.6,11.1,36.6,36.5,–,–,–,46.7,60.3,31.8,–,–,–,–,–,3.92,–,–,19.8,–,–,1270,5830,5080,206,144,1550,1010,69.6,–,–,–,10500,7790,–,33300,87.4,–,–,1130,2900,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,81.3,465,1800,–,2090,1290,1570,384,140,–
W,W18X143,W18X143,F,143,42.0,19.5,19  1/2 ,–,–,–,11.2,11  1/4 ,–,–,–,0.730,  3/4 ,  3/8 ,1.32,1  5/16,–,–,–,1.72,2  3/16,1  3/16,–,–,–,–,–,4.25,–,–,22.0,–,–,2750,322,282,8.09,311,85.4,55.5,2.72,–,–,–,19.2,25700,–,50.9,188,–,–,62.8,160,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.17,18.2,70.4,–,81.6,50.2,61.4,15  1/8 ,5  1/2 ,–,W460X213,W460X213,213,27100,495,495,–,–,–,284,286,–,–,–,18.5,19.0,9.52,33.5,33.3,–,–,–,43.7,55.6,30.2,–,–,–,–,–,4.25,–,–,22.0,–,–,1140,5280,4620,205,129,1400,909,69.1,–,–,–,7990,6900,–,32800,78.3,–,–,1030,2620,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,80.5,462,1790,–,2070,1280,1560,384,140,–
W,W18X130,W18X130,F,130,38.3,19.3,19  1/4 ,–,–,–,11.2,11  1/8 ,–,–,–,0.670, 11/16,  3/8 ,1.20,1  3/16,–,–,–,1.60,2  1/16,1  3/16,–,–,–,–,–,4.65,–,–,23.9,–,–,2460,290,256,8.03,278,76.7,49.9,2.70,–,–,–,14.5,22700,–,50.7,170,–,–,57.2,146,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.13,18.1,70.2,–,81.4,49.8,61.0,15  1/8 ,5  1/2 ,–,W460X193,W460X193,193,24700,490,489,–,–,–,284,283,–,–,–,17.0,17.5,9.52,30.5,30.2,–,–,–,40.6,52.4,30.2,–,–,–,–,–,4.65,–,–,23.9,–,–,1020,4750,4200,204,116,1260,818,68.6,–,–,–,6040,6100,–,32700,70.8,–,–,937,2390,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,79.5,460,1780,–,2070,1260,1550,384,140,–
W,W18X119,W18X119,F,119,35.1,19.0,19      ,–,–,–,11.3,11  1/4 ,–,–,–,0.655,  5/8 ,  5/16,1.06,1  1/16,–,–,–,1.46,1 15/16,1  3/16,–,–,–,–,–,5.31,–,–,24.5,–,–,2190,262,231,7.90,253,69.1,44.9,2.69,–,–,–,10.6,20300,–,50.7,152,–,–,50.6,131,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.13,17.9,69.9,–,81.2,49.3,60.6,15  1/8 ,5  1/2 ,–,W460X177,W460X177,177,22600,483,483,–,–,–,287,286,–,–,–,16.6,15.9,7.94,26.9,27.0,–,–,–,37.1,49.2,30.2,–,–,–,–,–,5.31,–,–,24.5,–,–,912,4290,3790,201,105,1130,736,68.3,–,–,–,4410,5450,–,32700,63.3,–,–,829,2150,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,79.5,455,1780,–,2060,1250,1540,384,140,–
W,W18X106,W18X106,F,106,31.1,18.7,18  3/4 ,–,–,–,11.2,11  1/4 ,–,–,–,0.590,  9/16,  5/16,0.940, 15/16,–,–,–,1.34,1 13/16,1  1/8 ,–,–,–,–,–,5.96,–,–,27.2,–,–,1910,230,204,7.84,220,60.5,39.4,2.66,–,–,–,7.48,17400,–,49.7,131,–,–,44.3,114,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.10,17.8,69.1,–,80.3,48.6,59.8,15  1/8 ,5  1/2 ,–,W460X158,W460X158,158,20100,475,476,–,–,–,284,286,–,–,–,15.0,14.3,7.94,23.9,23.8,–,–,–,34.0,46.0,28.6,–,–,–,–,–,5.96,–,–,27.2,–,–,795,3770,3340,199,91.6,991,646,67.6,–,–,–,3110,4670,–,32100,54.5,–,–,726,1870,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,78.7,452,1760,–,2040,1230,1520,384,140,–
W,W18X97,W18X97,F,97.0,28.5,18.6,18  5/8 ,–,–,–,11.1,11  1/8 ,–,–,–,0.535,  9/16,  5/16,0.870,  7/8 ,–,–,–,1.27,1  3/4 ,1  1/8 ,–,–,–,–,–,6.41,–,–,30.0,–,–,1750,211,188,7.82,201,55.3,36.1,2.65,–,–,–,5.86,15800,–,49.2,119,–,–,40.7,105,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.08,17.7,68.7,–,79.8,48.3,59.4,15  1/8 ,5  1/2 ,–,W460X144,W460X144,144,18400,472,473,–,–,–,282,283,–,–,–,13.6,14.3,7.94,22.1,22.2,–,–,–,32.3,44.5,28.6,–,–,–,–,–,6.41,–,–,30.0,–,–,728,3460,3080,199,83.7,906,592,67.3,–,–,–,2440,4240,–,31700,49.5,–,–,667,1720,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,78.2,450,1740,–,2030,1230,1510,384,140,–
W,W18X86,W18X86,F,86.0,25.3,18.4,18  3/8 ,–,–,–,11.1,11  1/8 ,–,–,–,0.480,  1/2 ,  1/4 ,0.770,  3/4 ,–,–,–,1.17,1  5/8 ,1  1/16,–,–,–,–,–,7.20,–,–,33.4,–,–,1530,186,166,7.77,175,48.4,31.6,2.63,–,–,–,4.10,13600,–,48.9,105,–,–,36.0,92.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.05,17.6,68.4,–,79.5,47.9,59.0,15  1/8 ,5  1/2 ,–,W460X128,W460X128,128,16300,467,467,–,–,–,282,283,–,–,–,12.2,12.7,6.35,19.6,19.0,–,–,–,29.7,41.3,27.0,–,–,–,–,–,7.20,–,–,33.4,–,–,637,3050,2720,197,72.8,793,518,66.8,–,–,–,1710,3650,–,31500,43.7,–,–,590,1510,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,77.5,447,1740,–,2020,1220,1500,384,140,–
W,W18X76,W18X76,F,76.0,22.3,18.2,18  1/4 ,–,–,–,11.0,11      ,–,–,–,0.425,  7/16,  1/4 ,0.680, 11/16,–,–,–,1.08,1  9/16,1  1/16,–,–,–,–,–,8.11,–,–,37.8,–,–,1330,163,146,7.73,152,42.2,27.6,2.61,–,–,–,2.83,11700,–,48.2,90.1,–,–,31.5,80.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.02,17.5,67.9,–,78.9,47.4,58.4,15  1/8 ,5  1/2 ,–,W460X113,W460X113,113,14400,462,464,–,–,–,279,279,–,–,–,10.8,11.1,6.35,17.3,17.5,–,–,–,27.4,39.7,27.0,–,–,–,–,–,8.11,–,–,37.8,–,–,554,2670,2390,196,63.3,692,452,66.3,–,–,–,1180,3140,–,31100,37.5,–,–,516,1320,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,76.7,444,1720,–,2000,1200,1480,384,140,–
W,W18X71,W18X71,F,71.0,20.9,18.5,18  1/2 ,–,–,–,7.64,7  5/8 ,–,–,–,0.495,  1/2 ,  1/4 ,0.810, 13/16,–,–,–,1.21,1  1/2 ,  7/8 ,–,–,–,–,–,4.71,–,–,32.4,–,–,1170,146,127,7.50,60.3,24.7,15.8,1.70,–,–,–,3.49,4700,–,33.8,52.3,–,–,25.6,72.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.05,17.7,58.3,–,65.9,44.6,52.3,15  1/2 ,3  1/2 ,–,W460X106,W460X106,106,13500,470,470,–,–,–,194,194,–,–,–,12.6,12.7,6.35,20.6,20.6,–,–,–,30.7,38.1,22.2,–,–,–,–,–,4.71,–,–,32.4,–,–,487,2390,2080,191,25.1,405,259,43.2,–,–,–,1450,1260,–,21800,21.8,–,–,420,1190,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,52.1,450,1480,–,1670,1130,1330,394,88.9,–
W,W18X65,W18X65,F,65.0,19.1,18.4,18  3/8 ,–,–,–,7.59,7  5/8 ,–,–,–,0.450,  7/16,  1/4 ,0.750,  3/4 ,–,–,–,1.15,1  7/16,  7/8 ,–,–,–,–,–,5.06,–,–,35.7,–,–,1070,133,117,7.49,54.8,22.5,14.4,1.69,–,–,–,2.73,4240,–,33.5,47.7,–,–,23.6,66.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.03,17.7,58.0,–,65.6,44.4,52.0,15  1/2 ,3  1/2 ,–,W460X97,W460X97,97.0,12300,467,467,–,–,–,193,194,–,–,–,11.4,11.1,6.35,19.1,19.0,–,–,–,29.2,36.5,22.2,–,–,–,–,–,5.06,–,–,35.7,–,–,445,2180,1920,190,22.8,369,236,42.9,–,–,–,1140,1140,–,21600,19.9,–,–,387,1090,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,51.6,450,1470,–,1670,1130,1320,394,88.9,–
W,W18X60,W18X60,F,60.0,17.6,18.2,18  1/4 ,–,–,–,7.56,7  1/2 ,–,–,–,0.415,  7/16,  1/4 ,0.695, 11/16,–,–,–,1.10,1  3/8 , 13/16,–,–,–,–,–,5.44,–,–,38.7,–,–,984,123,108,7.47,50.1,20.6,13.3,1.68,–,–,–,2.17,3850,–,33.1,43.5,–,–,21.7,60.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.02,17.5,57.5,–,65.1,44.0,51.5,15  1/2 ,3  1/2 ,–,W460X89,W460X89,89.0,11400,462,464,–,–,–,192,190,–,–,–,10.5,11.1,6.35,17.7,17.5,–,–,–,27.9,34.9,20.6,–,–,–,–,–,5.44,–,–,38.7,–,–,410,2020,1770,190,20.9,338,218,42.7,–,–,–,903,1030,–,21400,18.1,–,–,356,993,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,51.3,444,1460,–,1650,1120,1310,394,88.9,–
W,W18X55,W18X55,F,55.0,16.2,18.1,18  1/8 ,–,–,–,7.53,7  1/2 ,–,–,–,0.390,  3/8 ,  3/16,0.630,  5/8 ,–,–,–,1.03,1  5/16, 13/16,–,–,–,–,–,5.98,–,–,41.1,–,–,890,112,98.3,7.41,44.9,18.5,11.9,1.67,–,–,–,1.66,3430,–,32.9,39.0,–,–,19.6,55.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.00,17.5,57.3,–,64.8,43.7,51.3,15  1/2 ,3  1/2 ,–,W460X82,W460X82,82.0,10500,460,460,–,–,–,191,190,–,–,–,9.91,9.52,4.76,16.0,15.9,–,–,–,26.2,33.3,20.6,–,–,–,–,–,5.98,–,–,41.1,–,–,370,1840,1610,188,18.7,303,195,42.4,–,–,–,691,921,–,21200,16.2,–,–,321,906,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,50.8,444,1460,–,1650,1110,1300,394,88.9,–
W,W18X50,W18X50,F,50.0,14.7,18.0,18      ,–,–,–,7.50,7  1/2 ,–,–,–,0.355,  3/8 ,  3/16,0.570,  9/16,–,–,–,0.972,1  1/4 , 13/16,–,–,–,–,–,6.57,–,–,45.2,–,–,800,101,88.9,7.38,40.1,16.6,10.7,1.65,–,–,–,1.24,3040,–,32.7,34.9,–,–,17.7,49.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.98,17.4,57.1,–,64.6,43.5,51.0,15  1/2 ,3  1/2 ,–,W460X74,W460X74,74.0,9480,457,457,–,–,–,191,190,–,–,–,9.02,9.52,4.76,14.5,14.3,–,–,–,24.7,31.8,20.6,–,–,–,–,–,6.57,–,–,45.2,–,–,333,1660,1460,187,16.7,272,175,41.9,–,–,–,516,816,–,21100,14.5,–,–,290,818,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,50.3,442,1450,–,1640,1100,1300,394,88.9,–
W,W18X46,W18X46,F,46.0,13.5,18.1,18      ,–,–,–,6.06,6      ,–,–,–,0.360,  3/8 ,  3/16,0.605,  5/8 ,–,–,–,1.01,1  1/4 , 13/16,–,–,–,–,–,5.01,–,–,44.6,–,–,712,90.7,78.8,7.25,22.5,11.7,7.43,1.29,–,–,–,1.22,1720,–,26.5,24.3,–,–,15.1,44.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.58,17.5,52.9,–,59.0,42.3,48.3,15  1/2 ,3  1/2 ,–,W460X68,W460X68,68.0,8710,460,457,–,–,–,154,152,–,–,–,9.14,9.52,4.76,15.4,15.9,–,–,–,25.7,31.8,20.6,–,–,–,–,–,5.01,–,–,44.6,–,–,296,1490,1290,184,9.37,192,122,32.8,–,–,–,508,462,–,17100,10.1,–,–,247,736,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,40.1,444,1340,–,1500,1070,1230,394,88.9,–
W,W18X40,W18X40,F,40.0,11.8,17.9,17  7/8 ,–,–,–,6.02,6      ,–,–,–,0.315,  5/16,  3/16,0.525,  1/2 ,–,–,–,0.927,1  3/16, 13/16,–,–,–,–,–,5.73,–,–,50.9,–,–,612,78.4,68.4,7.21,19.1,10.0,6.35,1.27,–,–,–,0.810,1440,–,26.1,20.7,–,–,13.0,38.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.56,17.4,52.6,–,58.6,41.8,47.8,15  1/2 ,3  1/2 ,–,W460X60,W460X60,60.0,7610,455,454,–,–,–,153,152,–,–,–,8.00,7.94,4.76,13.3,12.7,–,–,–,23.5,30.2,20.6,–,–,–,–,–,5.73,–,–,50.9,–,–,255,1280,1120,183,7.95,164,104,32.3,–,–,–,337,387,–,16800,8.62,–,–,213,633,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,39.6,442,1340,–,1490,1060,1210,394,88.9,–
W,W18X35,W18X35,F,35.0,10.3,17.7,17  3/4 ,–,–,–,6.00,6      ,–,–,–,0.300,  5/16,  3/16,0.425,  7/16,–,–,–,0.827,1  1/8 ,  3/4 ,–,–,–,–,–,7.06,–,–,53.5,–,–,510,66.5,57.6,7.04,15.3,8.06,5.12,1.22,–,–,–,0.506,1140,–,25.9,16.5,–,–,10.5,32.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.51,17.3,52.1,–,58.1,41.4,47.4,15  1/2 ,3  1/2 ,–,W460X52,W460X52,52.0,6650,450,451,–,–,–,152,152,–,–,–,7.62,7.94,4.76,10.8,11.1,–,–,–,21.0,28.6,19.1,–,–,–,–,–,7.06,–,–,53.5,–,–,212,1090,944,179,6.37,132,83.9,31.0,–,–,–,211,306,–,16700,6.87,–,–,172,536,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,38.4,439,1320,–,1480,1050,1200,394,88.9,–
W,W16X100,W16X100,F,100,29.4,17.0,17      ,–,–,–,10.4,10  3/8 ,–,–,–,0.585,  9/16,  5/16,0.985,1      ,–,–,–,1.39,1  7/8 ,1  1/8 ,–,–,–,–,–,5.29,–,–,24.3,–,–,1490,198,175,7.10,186,54.9,35.7,2.51,–,–,–,7.73,11900,–,41.6,107,–,–,38.7,98.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.92,16.0,63.3,–,73.7,44.4,54.8,13  1/4 ,5  1/2 ,–,W410X149,W410X149,149,19000,432,432,–,–,–,264,264,–,–,–,14.9,14.3,7.94,25.0,25.4,–,–,–,35.3,47.6,28.6,–,–,–,–,–,5.29,–,–,24.3,–,–,620,3240,2870,180,77.4,900,585,63.8,–,–,–,3220,3200,–,26800,44.5,–,–,634,1610,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,74.2,406,1610,–,1870,1130,1390,337,140,–
W,W16X89,W16X89,F,89.0,26.2,16.8,16  3/4 ,–,–,–,10.4,10  3/8 ,–,–,–,0.525,  1/2 ,  1/4 ,0.875,  7/8 ,–,–,–,1.28,1  3/4 ,1  1/16,–,–,–,–,–,5.92,–,–,27.0,–,–,1300,175,155,7.05,163,48.1,31.4,2.49,–,–,–,5.45,10200,–,41.4,94.2,–,–,34.4,87.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.88,15.9,63.1,–,73.5,44.0,54.4,13  1/4 ,5  1/2 ,–,W410X132,W410X132,132,16900,427,425,–,–,–,264,264,–,–,–,13.3,12.7,6.35,22.2,22.2,–,–,–,32.5,44.5,27.0,–,–,–,–,–,5.92,–,–,27.0,–,–,541,2870,2540,179,67.8,788,515,63.2,–,–,–,2270,2740,–,26700,39.2,–,–,564,1430,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,73.2,404,1600,–,1870,1120,1380,337,140,–
W,W16X77,W16X77,F,77.0,22.6,16.5,16  1/2 ,–,–,–,10.3,10  1/4 ,–,–,–,0.455,  7/16,  1/4 ,0.760,  3/4 ,–,–,–,1.16,1  5/8 ,1  1/16,–,–,–,–,–,6.77,–,–,31.2,–,–,1110,150,134,7.00,138,41.1,26.9,2.47,–,–,–,3.57,8590,–,40.5,79.3,–,–,29.4,74.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.85,15.7,62.3,–,72.6,43.3,53.6,13  1/4 ,5  1/2 ,–,W410X114,W410X114,114,14600,419,419,–,–,–,262,260,–,–,–,11.6,11.1,6.35,19.3,19.0,–,–,–,29.5,41.3,27.0,–,–,–,–,–,6.77,–,–,31.2,–,–,462,2460,2200,178,57.4,674,441,62.7,–,–,–,1490,2310,–,26100,33.0,–,–,482,1220,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,72.4,399,1580,–,1840,1100,1360,337,140,–
